No,No,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1411,1968,2008,1,3,4,2200,2120,36,5,WN,3344,N653SW,96,105,85,31,40,SJC,PHX,621,4,7,0,N,0,0,0,0,0,31
1412,1970,2008,1,3,4,2301,2035,2340,2130,WN,1209,N900WN,39,55,29,130,146,SJC,RNO,188,4,6,0,N,0,117,0,0,0,13
1413,1971,2008,1,3,4,1732,1645,1818,1740,WN,2645,N788SA,46,55,32,38,47,SJC,RNO,188,6,8,0,N,0,0,0,3,0,35
1414,1972,2008,1,3,4,1151,1125,1237,1220,WN,2969,N642WN,46,55,34,17,26,SJC,RNO,188,4,8,0,N,0,7,0,0,0,10
1415,1973,2008,1,3,4,1054,1025,1211,1140,WN,98,N384SW,77,75,66,31,29,SJC,SAN,417,2,9,0,N,0,7,0,2,0,22
1416,1974,2008,1,3,4,2139,2115,2247,2230,WN,390,N655WN,68,75,60,17,24,SJC,SAN,417,2,6,0,N,0,0,0,0,0,17
1418,1976,2008,1,3,4,1353,1320,1504,1435,WN,580,N301SW,71,75,61,29,33,SJC,SAN,417,3,7,0,N,0,8,0,0,0,21
1419,1977,2008,1,3,4,1915,1805,2029,1925,WN,722,N729SW,74,80,61,64,70,SJC,SAN,417,2,11,0,N,0,13,0,0,0,51
1421,1980,2008,1,3,4,1718,1535,1836,1650,WN,2268,N395SW,78,75,67,106,103,SJC,SAN,417,3,8,0,N,0,14,0,3,0,89
1422,1981,2008,1,3,4,1143,1125,1256,1240,WN,2878,N359SW,73,75,63,16,18,SJC,SAN,417,3,7,0,N,0,4,0,0,0,12
1424,1984,2008,1,3,4,1420,1300,1607,1510,WN,635,N729SW,107,130,93,57,80,SJC,SEA,697,6,8,0,N,0,13,0,0,0,44
1425,1985,2008,1,3,4,2023,1830,2214,2040,WN,1600,N769SW,111,130,99,94,113,SJC,SEA,697,4,8,0,N,0,0,0,0,0,94
1428,1992,2008,1,3,4,1640,1545,1746,1700,WN,2028,N758SW,66,75,56,46,55,SJC,SNA,342,3,7,0,N,0,0,0,0,0,46
1430,1995,2008,1,3,4,1557,1520,1715,1650,WN,2969,N642WN,78,90,65,25,37,SLC,ABQ,493,5,8,0,N,0,9,0,0,0,16
1431,1997,2008,1,3,4,1652,1625,1750,1730,WN,1022,N655WN,58,65,44,20,27,SLC,BOI,291,4,10,0,N,0,0,0,4,0,16
1433,1999,2008,1,3,4,2014,1935,2129,2045,WN,1662,N461WN,75,70,47,44,39,SLC,BOI,291,3,25,0,N,0,0,0,6,0,38
1434,2000,2008,1,3,4,1350,1325,1950,1925,WN,1678,N219WN,240,240,215,25,25,SLC,BWI,1864,5,20,0,N,0,9,0,0,0,16
1436,2004,2008,1,3,4,1443,1355,1554,1515,WN,963,N311SW,71,80,55,39,48,SLC,DEN,391,9,7,0,N,0,25,0,0,0,14
1437,2005,2008,1,3,4,2002,1845,2120,2010,WN,1585,N766SW,78,85,55,70,77,SLC,DEN,391,10,13,0,N,0,2,0,0,0,68
1438,2006,2008,1,3,4,1320,1220,1349,1305,WN,151,N750SA,89,105,74,44,60,SLC,GEG,546,5,10,0,N,0,7,0,0,0,37
1439,2008,2008,1,3,4,2112,2045,2129,2105,WN,159,N618WN,77,80,61,24,27,SLC,LAS,368,5,11,0,N,0,0,0,5,0,19
1440,2010,2008,1,3,4,1931,1855,1945,1915,WN,400,N429WN,74,80,59,30,36,SLC,LAS,368,3,12,0,N,0,2,0,0,0,28
1441,2012,2008,1,3,4,1723,1640,1742,1700,WN,641,N626SW,79,80,61,42,43,SLC,LAS,368,8,10,0,N,0,31,0,0,0,11
1442,2013,2008,1,3,4,1510,1430,1525,1450,WN,783,N306SW,75,80,61,35,40,SLC,LAS,368,5,9,0,N,0,3,0,0,0,32
1446,2019,2008,1,3,4,2051,1955,2140,2050,WN,2986,N671SW,109,115,93,50,56,SLC,LAX,590,7,9,0,N,0,9,0,0,0,41
1447,2020,2008,1,3,4,1659,1625,2057,2025,WN,337,N488WN,178,180,154,32,34,SLC,MDW,1258,8,16,0,N,0,24,0,0,0,8
1450,2023,2008,1,3,4,1754,1725,1859,1825,WN,901,N636WN,125,120,113,34,29,SLC,OAK,588,3,9,0,N,0,1,0,5,0,28
1451,2026,2008,1,3,4,2102,2015,2203,2120,WN,3743,N247WN,121,125,98,43,47,SLC,OAK,588,7,16,0,N,0,7,0,0,0,36
1452,2028,2008,1,3,4,1938,1815,2026,1915,WN,1852,N239WN,108,120,93,71,83,SLC,PDX,630,3,12,0,N,0,0,0,5,0,66
1453,2029,2008,1,3,4,1250,1205,1343,1310,WN,3141,N717SA,113,125,95,33,45,SLC,PDX,630,4,14,0,N,0,7,0,0,0,26
1454,2030,2008,1,3,4,1437,1345,1603,1520,WN,508,N455WN,86,95,73,43,52,SLC,PHX,507,4,9,0,N,0,3,0,0,0,40
1456,2032,2008,1,3,4,1547,1515,1718,1650,WN,966,N345SA,91,95,79,28,32,SLC,PHX,507,5,7,0,N,0,14,0,0,0,14
1457,2033,2008,1,3,4,1748,1725,1920,1905,WN,1214,N431WN,92,100,79,15,23,SLC,PHX,507,6,7,0,N,0,6,0,0,0,9
1458,2034,2008,1,3,4,2153,2130,2322,2305,WN,1747,N613SW,89,95,77,17,23,SLC,PHX,507,3,9,0,N,0,4,0,0,0,13
1460,2036,2008,1,3,4,2102,1940,2234,2115,WN,2369,N739GB,92,95,76,79,82,SLC,PHX,507,5,11,0,N,0,14,0,0,0,65
1463,2040,2008,1,3,4,1210,1115,1301,1230,WN,643,N756SA,111,135,97,31,55,SLC,SEA,689,5,9,0,N,0,7,0,0,0,24
1464,2041,2008,1,3,4,1711,1645,1813,1755,WN,1660,N613SW,122,130,104,18,26,SLC,SEA,689,5,13,0,N,0,10,0,0,0,8
1466,2043,2008,1,3,4,1643,1605,2013,1950,WN,125,N782SA,150,165,135,23,38,SLC,STL,1156,4,11,0,N,0,4,0,0,0,19
1469,2049,2008,1,3,4,1611,1545,1727,1650,WN,1252,N324SW,76,65,61,37,26,SMF,BUR,358,2,13,0,N,0,7,0,11,0,19
1470,2051,2008,1,3,4,1123,1045,1231,1155,WN,1573,N613SW,68,70,59,36,38,SMF,BUR,358,2,7,0,N,0,0,0,0,0,36
1471,2052,2008,1,3,4,2141,2045,2249,2155,WN,1853,N384SW,68,70,57,54,56,SMF,BUR,358,3,8,0,N,0,0,0,0,0,54
1474,2056,2008,1,3,4,2124,2110,2250,2230,WN,446,N645SW,86,80,62,20,14,SMF,LAS,397,15,9,0,N,0,0,0,6,0,14
1475,2057,2008,1,3,4,2006,1920,2122,2035,WN,728,N626SW,76,75,63,47,46,SMF,LAS,397,5,8,0,N,0,0,0,1,0,46
1476,2058,2008,1,3,4,1832,1810,1942,1925,WN,908,N480WN,70,75,60,17,22,SMF,LAS,397,3,7,0,N,0,8,0,0,0,9
1477,2059,2008,1,3,4,1403,1335,1521,1455,WN,1050,N212WN,78,80,64,26,28,SMF,LAS,397,4,10,0,N,0,22,0,0,0,4
1478,2060,2008,1,3,4,1544,1520,1659,1635,WN,2192,N313SW,75,75,63,24,24,SMF,LAS,397,4,8,0,N,0,6,0,0,0,18
1479,2062,2008,1,3,4,1150,1120,1310,1235,WN,3232,N201LV,80,75,66,35,30,SMF,LAS,397,6,8,0,N,0,9,0,5,0,21
1480,2063,2008,1,3,4,1534,1510,1650,1630,WN,71,N312SW,76,80,62,20,24,SMF,LAX,373,6,8,0,N,0,6,0,0,0,14
1481,2064,2008,1,3,4,1403,1310,1521,1430,WN,73,N331SW,78,80,63,51,53,SMF,LAX,373,1,14,0,N,0,0,0,4,0,47
1482,2067,2008,1,3,4,1840,1720,1959,1840,WN,386,N718SW,79,80,58,79,80,SMF,LAX,373,10,11,0,N,0,8,0,0,0,71
1483,2069,2008,1,3,4,1938,1915,2055,2035,WN,2202,N758SW,77,80,60,20,23,SMF,LAX,373,7,10,0,N,0,0,0,0,0,20
1485,2071,2008,1,3,4,2130,2115,2250,2235,WN,2815,N284WN,80,80,59,15,15,SMF,LAX,373,7,14,0,N,0,14,0,0,0,1
1486,2072,2008,1,3,4,1636,1610,1759,1730,WN,3588,N732SW,83,80,60,29,26,SMF,LAX,373,9,14,0,N,0,1,0,3,0,25
1488,2075,2008,1,3,4,1455,1330,2042,1925,WN,567,N765SW,227,235,207,77,85,SMF,MDW,1790,9,11,0,N,0,14,0,0,0,63
1489,2078,2008,1,3,4,2240,2125,2355,2240,WN,633,N314SW,75,75,57,75,75,SMF,ONT,389,4,14,0,N,0,0,0,0,0,75
1490,2079,2008,1,3,4,1353,1310,1506,1425,WN,1424,N385SW,73,75,61,41,43,SMF,ONT,389,3,9,0,N,0,19,0,0,0,22
1491,2081,2008,1,3,4,1609,1550,1723,1705,WN,1496,N600WN,74,75,62,18,19,SMF,ONT,389,3,9,0,N,0,10,0,0,0,8
1492,2083,2008,1,3,4,2028,1940,2139,2055,WN,2458,N409WN,71,75,58,44,48,SMF,ONT,389,4,9,0,N,0,0,0,0,0,44
1493,2084,2008,1,3,4,2243,2025,2353,2140,WN,2807,N344SW,70,75,58,133,138,SMF,ONT,389,4,8,0,N,0,0,0,0,0,133
1494,2086,2008,1,3,4,1732,1710,1848,1825,WN,3659,N321SW,76,75,63,23,22,SMF,ONT,389,5,8,0,N,0,0,0,1,0,22
1496,2088,2008,1,3,4,2127,2105,2246,2230,WN,102,N639SW,79,85,68,16,22,SMF,PDX,479,4,7,0,N,0,9,0,0,0,7
1498,2091,2008,1,3,4,1354,1330,1537,1500,WN,957,N344SW,103,90,66,37,24,SMF,PDX,479,23,14,0,N,0,0,0,13,0,24
1499,2092,2008,1,3,4,1124,1100,1250,1230,WN,2121,N632SW,86,90,70,20,24,SMF,PDX,479,3,13,0,N,0,11,0,0,0,9
1503,2097,2008,1,3,4,1722,1625,2010,1915,WN,964,N362SW,108,110,96,55,57,SMF,PHX,647,5,7,0,N,0,9,0,0,0,46
1505,2101,2008,1,3,4,2131,2105,11,2350,WN,3585,N270WN,100,105,87,21,26,SMF,PHX,647,5,8,0,N,0,20,0,0,0,1
1506,2102,2008,1,3,4,1819,1800,1942,1925,WN,114,N343SW,83,85,70,17,19,SMF,SAN,480,3,10,0,N,0,13,0,0,0,4
1507,2103,2008,1,3,4,1817,1710,1937,1835,WN,151,N750SA,80,85,71,62,67,SMF,SAN,480,2,7,0,N,0,0,0,0,0,62
1509,2105,2008,1,3,4,2133,2055,2300,2220,WN,181,N715SW,87,85,70,40,38,SMF,SAN,480,3,14,0,N,0,3,0,2,0,35
1510,2106,2008,1,3,4,1219,1200,1349,1325,WN,294,N398SW,90,85,76,24,19,SMF,SAN,480,6,8,0,N,0,7,0,5,0,12
1511,2109,2008,1,3,4,1437,1410,1601,1535,WN,410,N327SW,84,85,73,26,27,SMF,SAN,480,4,7,0,N,0,17,0,0,0,9
1513,2112,2008,1,3,4,1219,1110,1354,1235,WN,1156,N630WN,95,85,75,79,69,SMF,SAN,480,8,12,0,N,0,5,0,10,0,64
1514,2113,2008,1,3,4,2022,1920,2146,2045,WN,1395,N391SW,84,85,73,61,62,SMF,SAN,480,3,8,0,N,0,6,0,0,0,55
1516,2115,2008,1,3,4,2156,2130,2318,2255,WN,2467,N770SA,82,85,74,23,26,SMF,SAN,480,2,6,0,N,0,0,0,0,0,23
1517,2117,2008,1,3,4,1820,1755,2016,1945,WN,775,N633SW,116,110,98,31,25,SMF,SEA,605,4,14,0,N,0,12,0,6,0,13
1519,2120,2008,1,3,4,2033,2010,2215,2200,WN,3600,N686SW,102,110,89,15,23,SMF,SEA,605,4,9,0,N,0,0,0,3,0,12
1520,2124,2008,1,3,4,1352,1315,1519,1435,WN,2709,N445WN,87,80,68,44,37,SMF,SNA,404,8,11,0,N,0,25,0,7,0,12
1521,2125,2008,1,3,4,1613,1535,1735,1655,WN,3072,N727SW,82,80,68,40,38,SMF,SNA,404,4,10,0,N,0,0,0,2,0,38
1522,2129,2008,1,3,4,2037,1950,2145,2055,WN,486,N264LV,68,65,48,50,47,SNA,LAS,226,6,14,0,N,0,0,0,3,0,47
1523,2130,2008,1,3,4,1030,1005,1139,1110,WN,693,N232WN,69,65,48,29,25,SNA,LAS,226,7,14,0,N,0,0,0,29,0,0
1525,2136,2008,1,3,4,2016,2000,2143,2120,WN,2093,N241WN,87,80,74,23,16,SNA,OAK,371,5,8,0,N,0,9,0,7,0,7
1526,2138,2008,1,3,4,1539,1505,1706,1625,WN,2796,N445WN,87,80,76,41,34,SNA,OAK,371,3,8,0,N,0,0,0,7,0,34
1527,2139,2008,1,3,4,1752,1730,1920,1855,WN,3159,N727SW,88,85,71,25,22,SNA,OAK,371,4,13,0,N,0,0,0,3,0,22
1528,2141,2008,1,3,4,1253,1230,1421,1355,WN,3776,N270WN,88,85,73,26,23,SNA,OAK,371,5,10,0,N,0,23,0,3,0,0
1529,2142,2008,1,3,4,1627,1555,1752,1720,WN,3853,N434WN,85,85,77,32,32,SNA,OAK,371,5,3,0,N,0,0,0,0,0,32
1532,2151,2008,1,3,4,1850,1815,2004,1930,WN,192,N292WN,74,75,61,34,35,SNA,SJC,342,3,10,0,N,0,0,0,0,0,34
1533,2154,2008,1,3,4,1626,1555,1736,1710,WN,1413,N706SW,70,75,60,26,31,SNA,SJC,342,4,6,0,N,0,0,0,1,0,25
1535,2156,2008,1,3,4,2044,2030,2213,2145,WN,1935,N422WN,89,75,72,28,14,SNA,SJC,342,4,13,0,N,0,0,0,14,0,14
1536,2157,2008,1,3,4,1511,1405,1623,1520,WN,1941,N758SW,72,75,58,63,66,SNA,SJC,342,3,11,0,N,0,0,0,0,0,63
1537,2161,2008,1,3,4,1249,1140,1415,1305,WN,970,N765SW,86,85,71,70,69,SNA,SMF,404,5,10,0,N,0,0,0,1,0,69
1538,2162,2008,1,3,4,1804,1730,1921,1855,WN,2115,N758SW,77,85,66,26,34,SNA,SMF,404,3,8,0,N,0,0,0,0,0,26
1540,2165,2008,1,3,4,1442,1420,1610,1545,WN,3501,N732SW,88,85,69,25,22,SNA,SMF,404,5,14,0,N,0,0,0,3,0,22
1542,2167,2008,1,3,4,1730,1615,1848,1730,WN,2205,N675AA,78,75,62,78,75,STL,BHM,410,3,13,0,N,0,75,0,3,0,0
1543,2168,2008,1,3,4,1915,1810,2219,2105,WN,86,N680AA,124,115,108,74,65,STL,BWI,737,5,11,0,N,0,38,0,9,0,27
1544,2169,2008,1,3,4,1445,1420,1744,1715,WN,406,N371SW,119,115,103,29,25,STL,BWI,737,5,11,0,N,0,7,0,4,0,18
1546,2171,2008,1,3,4,2202,2100,45,2350,WN,1156,N630WN,103,110,91,55,62,STL,BWI,737,4,8,0,N,0,0,0,0,0,55
1548,2175,2008,1,3,4,1656,1610,1908,1825,WN,283,N213WN,72,75,57,43,46,STL,CMH,410,5,10,0,N,0,3,0,0,0,40
1549,2177,2008,1,3,4,1258,1125,1429,1310,WN,29,N652SW,91,105,79,79,93,STL,DAL,546,3,9,0,N,0,2,0,0,0,77
1550,2178,2008,1,3,4,2040,1945,2214,2130,WN,479,N622SW,94,105,81,44,55,STL,DAL,546,2,11,0,N,0,0,0,0,0,44
1554,2184,2008,1,3,4,1513,1435,1645,1620,WN,2361,N348SW,92,105,80,25,38,STL,DAL,546,3,9,0,N,0,0,0,0,0,25
1555,2186,2008,1,3,4,2116,2030,2337,2250,WN,2889,N204WN,81,80,64,47,46,STL,DTW,440,3,14,0,N,0,10,0,1,0,36
1556,2187,2008,1,3,4,1547,1525,1816,1755,WN,3949,N323SW,89,90,72,21,22,STL,DTW,440,6,11,0,N,0,3,0,0,0,18
1558,2189,2008,1,3,4,2018,1945,2212,2150,WN,982,N494WN,114,125,98,22,33,STL,HOU,687,3,13,0,N,0,1,0,0,0,21
1560,2193,2008,1,3,4,1805,1735,1940,1915,WN,725,N259WN,215,220,201,25,30,STL,LAS,1372,3,11,0,N,0,25,0,0,0,0
1562,2196,2008,1,3,4,1512,1450,1727,1700,WN,440,N720WN,255,250,234,27,22,STL,LAX,1593,12,9,0,N,0,9,0,5,0,13
1564,2198,2008,1,3,4,1916,1825,2016,1930,WN,2263,N514SW,60,65,46,46,51,STL,LIT,296,4,10,0,N,0,0,0,0,0,46
1565,2202,2008,1,3,4,1748,1730,1849,1830,WN,977,N376SW,61,60,46,19,18,STL,MCI,237,4,11,0,N,0,0,0,1,0,18
1567,2206,2008,1,3,4,2037,2010,2347,2325,WN,125,N782SA,130,135,114,22,27,STL,MCO,880,6,10,0,N,0,3,0,0,0,19
1568,2210,2008,1,3,4,1432,1330,1531,1430,WN,146,N507SW,59,60,44,61,62,STL,MDW,251,5,10,0,N,0,9,0,0,0,52
1570,2214,2008,1,3,4,2107,2100,2229,2200,WN,1050,N212WN,82,60,42,29,7,STL,MDW,251,31,9,0,N,0,0,0,22,0,7
1572,2219,2008,1,3,4,2012,1940,2130,2040,WN,3168,N513SW,78,60,50,50,32,STL,MDW,251,19,9,0,N,0,1,0,18,0,31
1573,2223,2008,1,3,4,2011,1955,2127,2105,WN,141,N370SW,76,70,64,22,16,STL,OMA,342,3,9,0,N,0,1,0,6,0,15
1575,2227,2008,1,3,4,2008,1950,2245,2215,WN,194,N672SW,217,205,194,30,18,STL,PHX,1262,7,16,0,N,0,18,0,12,0,0
1579,2234,2008,1,3,4,2038,1950,2230,2145,WN,2039,N386SW,52,55,39,45,48,STL,SDF,254,4,9,0,N,0,0,0,0,0,45
1580,2236,2008,1,3,4,1820,1735,2034,1955,WN,3743,N247WN,194,200,183,39,45,STL,SLC,1156,3,8,0,N,0,2,0,0,0,37
1581,2238,2008,1,3,4,1707,1630,2014,1945,WN,773,N472WN,127,135,112,29,37,STL,TPA,869,5,10,0,N,0,0,0,0,0,29
1582,2239,2008,1,3,4,2050,2020,2200,2135,WN,490,N651SW,70,75,57,25,30,STL,TUL,351,4,9,0,N,0,0,0,0,0,25
1583,2241,2008,1,3,4,1701,1535,1852,1735,WN,360,N427WN,231,240,218,77,86,TPA,ABQ,1497,5,8,0,N,0,8,0,0,0,69
1584,2242,2008,1,3,4,1826,1755,2116,2035,WN,3603,N368SW,170,160,160,41,31,TPA,ALB,1130,3,7,0,N,0,31,0,10,0,0
1585,2244,2008,1,3,4,1113,1045,1357,1325,WN,241,N450WN,164,160,153,32,28,TPA,BDL,1111,3,8,0,N,0,28,0,4,0,0
1586,2245,2008,1,3,4,1548,1525,1835,1810,WN,3399,N685SW,167,165,151,25,23,TPA,BDL,1111,5,11,0,N,0,20,0,2,0,3
1588,2248,2008,1,3,4,2038,2015,2056,2040,WN,3512,N755SA,78,85,68,16,23,TPA,BHM,460,3,7,0,N,0,3,0,0,0,13
1592,2254,2008,1,3,4,1138,1055,1415,1330,WN,2265,N289CT,157,155,145,45,43,TPA,BUF,1054,4,8,0,N,0,10,0,2,0,33
1593,2255,2008,1,3,4,1601,1515,1841,1750,WN,3686,N649SW,160,155,148,51,46,TPA,BUF,1054,3,9,0,N,0,7,0,5,0,39
1594,2256,2008,1,3,4,1115,1100,1330,1310,WN,323,N638SW,135,130,123,20,15,TPA,BWI,842,2,10,0,N,0,15,0,5,0,0
1596,2258,2008,1,3,4,607,600,831,810,WN,922,N388SW,144,130,131,21,7,TPA,BWI,842,3,10,0,N,0,7,0,14,0,0
1597,2260,2008,1,3,4,2149,2035,2357,2245,WN,2292,N675AA,128,130,116,72,74,TPA,BWI,842,5,7,0,N,0,0,0,0,0,72
1598,2261,2008,1,3,4,942,845,1154,1055,WN,3049,N698SW,132,130,123,59,57,TPA,BWI,842,3,6,0,N,0,7,0,2,0,50
1600,2264,2008,1,3,4,2230,2025,27,2240,WN,1240,N440LV,117,135,108,107,125,TPA,CMH,829,3,6,0,N,0,4,0,0,0,103
1601,2266,2008,1,3,4,1337,1155,1518,1400,WN,3328,N221WN,221,245,208,78,102,TPA,DEN,1506,6,7,0,N,0,6,0,0,0,72
1602,2267,2008,1,3,4,2049,2015,2141,2110,WN,773,N472WN,52,55,39,31,34,TPA,FLL,197,6,7,0,N,0,5,0,0,0,26
1604,2269,2008,1,3,4,2141,2125,2238,2220,WN,1685,N341SW,57,55,43,18,16,TPA,FLL,197,4,10,0,N,0,16,0,2,0,0
1605,2271,2008,1,3,4,1717,1645,1816,1745,WN,2802,N204WN,59,60,43,31,32,TPA,FLL,197,9,7,0,N,0,4,0,0,0,27
1606,2272,2008,1,3,4,2002,1740,2059,1840,WN,3136,N698SW,57,60,37,139,142,TPA,FLL,197,3,17,0,N,0,17,0,0,0,122
1609,2277,2008,1,3,4,1725,1600,1839,1730,WN,48,N661SW,134,150,124,69,85,TPA,HOU,781,3,7,0,N,0,22,0,0,0,47
1611,2280,2008,1,3,4,2021,1825,2234,2035,WN,29,N652SW,133,130,121,119,116,TPA,IAD,810,4,8,0,N,0,13,0,3,0,103
1612,2284,2008,1,3,4,1809,1750,2039,2020,WN,904,N433LV,150,150,138,19,19,TPA,ISP,1034,5,7,0,N,0,9,0,0,0,10
1614,2287,2008,1,3,4,1215,1155,1300,1245,WN,629,N376SW,45,50,31,15,20,TPA,JAX,180,5,9,0,N,0,7,0,0,0,8
1617,2292,2008,1,3,4,1933,1925,2143,2110,WN,174,N340LV,190,165,143,33,8,TPA,MDW,997,35,12,0,N,0,3,0,25,0,5
1622,2299,2008,1,3,4,928,850,1230,1145,WN,3229,N290WN,182,175,167,45,38,TPA,MHT,1204,4,11,0,N,0,7,0,7,0,31
1625,2305,2008,1,3,4,2225,2145,2311,2230,WN,26,N330SW,46,45,32,41,40,TPA,PBI,174,6,8,0,N,0,29,0,1,0,11
1627,2308,2008,1,3,4,1320,1245,1408,1335,WN,3599,N649SW,48,50,34,33,35,TPA,PBI,174,7,7,0,N,0,24,0,0,0,9
1629,2310,2008,1,3,4,1136,1015,1404,1245,WN,1574,N791SW,148,150,134,79,81,TPA,PHL,920,6,8,0,N,0,19,0,0,0,60
1630,2311,2008,1,3,4,2241,2105,58,2335,WN,1663,N699SW,137,150,126,83,96,TPA,PHL,920,4,7,0,N,0,9,0,0,0,74
1632,2314,2008,1,3,4,1020,1005,1244,1225,WN,1236,N614SW,144,140,130,19,15,TPA,PIT,873,6,8,0,N,0,12,0,4,0,3
1634,2317,2008,1,3,4,1033,1025,1322,1305,WN,3318,N772SW,169,160,155,17,8,TPA,PVD,1137,6,8,0,N,0,6,0,9,0,2
1636,2319,2008,1,3,4,1145,1120,1319,1300,WN,201,N251WN,94,100,83,19,25,TPA,RDU,587,3,8,0,N,0,4,0,0,0,15
1638,2321,2008,1,3,4,1751,1720,1930,1915,WN,998,N369SW,159,175,149,15,31,TPA,SAT,972,3,7,0,N,0,6,0,0,0,9
1639,2322,2008,1,3,4,932,915,1135,1120,WN,806,N711HK,123,125,105,15,17,TPA,SDF,727,4,14,0,N,0,11,0,0,0,4
1640,2323,2008,1,3,4,1449,1425,1705,1630,WN,977,N376SW,136,125,108,35,24,TPA,SDF,727,20,8,0,N,0,14,0,11,0,10
1643,2327,2008,1,3,4,1647,1535,1742,1635,WN,574,N314SW,55,60,43,67,72,TUL,DAL,237,3,9,0,N,0,0,0,0,0,67
1644,2329,2008,1,3,4,1351,1230,1450,1325,WN,1135,N304SW,59,55,41,85,81,TUL,DAL,237,3,15,0,N,0,2,0,4,0,79
1645,2333,2008,1,3,4,1724,1600,1843,1740,WN,132,N704SW,79,100,70,63,84,TUL,HOU,453,2,7,0,N,0,0,0,0,0,63
1646,2334,2008,1,3,4,1213,1145,1347,1320,WN,407,N636WN,94,95,72,27,28,TUL,HOU,453,15,7,0,N,0,1,0,0,0,26
1647,2336,2008,1,3,4,2012,1925,2128,2055,WN,2900,N504SW,76,90,66,33,47,TUL,HOU,453,2,8,0,N,0,2,0,0,0,31
1648,2340,2008,1,3,4,1901,1815,1952,1910,WN,3915,N528SW,51,55,41,42,46,TUL,MCI,223,4,6,0,N,0,0,0,0,0,42
1649,2341,2008,1,3,4,1728,1705,1905,1850,WN,343,N687SW,157,165,148,15,23,TUL,PHX,935,3,6,0,N,0,0,0,0,0,15
1651,2346,2008,1,3,4,1804,1735,1858,1835,WN,580,N301SW,54,60,44,23,29,TUS,ABQ,321,4,6,0,N,0,5,0,0,0,18
1652,2348,2008,1,3,4,1456,1420,1504,1435,WN,280,N460WN,68,75,57,29,36,TUS,LAS,365,3,8,0,N,0,2,0,0,0,27
1653,2349,2008,1,3,4,2231,2125,2246,2140,WN,1131,N306SW,75,75,62,66,66,TUS,LAS,365,6,7,0,N,0,0,0,0,0,66
1656,2355,2008,1,3,4,2054,2005,2128,2040,WN,724,N342SW,94,95,74,48,49,TUS,LAX,451,13,7,0,N,0,0,0,0,0,48
1657,2356,2008,1,3,4,1403,1335,1431,1405,WN,1032,N489WN,88,90,75,26,28,TUS,LAX,451,7,6,0,N,0,0,0,0,0,26
1658,2361,2008,1,3,4,1334,1325,1802,1740,WN,3831,N451WN,208,195,174,22,9,TUS,MDW,1440,28,6,0,N,0,8,0,13,0,1
1659,2365,2008,1,3,4,1935,1850,1947,1900,WN,644,N423WN,72,70,63,47,45,TUS,SAN,367,3,6,0,N,0,5,0,2,0,40
1661,2367,2008,1,4,5,2003,1845,2207,2040,WN,746,N667SW,64,55,44,87,78,ABQ,AMA,277,5,15,0,N,0,0,0,9,0,78
1663,2371,2008,1,4,5,2203,2015,30,2240,WN,230,N639SW,87,85,75,110,108,ABQ,DAL,580,6,6,0,N,0,1,0,2,0,107
1665,2374,2008,1,4,5,1840,1810,2115,2045,WN,972,N352SW,95,95,80,30,30,ABQ,DAL,580,4,11,0,N,0,12,0,0,0,18
1666,2376,2008,1,4,5,1737,1710,2008,1945,WN,2969,N360SW,91,95,81,23,27,ABQ,DAL,580,3,7,0,N,0,3,0,0,0,20
1667,2378,2008,1,4,5,1757,1645,1910,1800,WN,294,N251WN,73,75,57,70,72,ABQ,DEN,349,8,8,0,N,0,2,0,0,0,68
1669,2385,2008,1,4,5,1931,1845,2225,2140,WN,1925,N522SW,114,115,100,45,46,ABQ,HOU,759,2,12,0,N,0,2,0,0,0,43
1670,2388,2008,1,4,5,2047,2020,2117,2055,WN,1493,N623SW,90,95,80,22,27,ABQ,LAS,487,4,6,0,N,0,20,0,0,0,2
1671,2391,2008,1,4,5,1540,1520,1610,1555,WN,2284,N222WN,90,95,77,15,20,ABQ,LAS,487,7,6,0,N,0,9,0,0,0,6
1672,2392,2008,1,4,5,1850,1755,1920,1830,WN,2788,N368SW,90,95,80,50,55,ABQ,LAS,487,3,7,0,N,0,0,0,0,0,50
1673,2393,2008,1,4,5,1202,1115,1228,1150,WN,2874,N601WN,86,95,77,38,47,ABQ,LAS,487,4,5,0,N,0,0,0,0,0,38
1675,2395,2008,1,4,5,1545,1500,1652,1605,WN,1135,N675AA,127,125,115,47,45,ABQ,LAX,677,4,8,0,N,0,34,0,2,0,11
1676,2397,2008,1,4,5,2101,2005,2231,2105,WN,2027,N382SW,150,120,120,86,56,ABQ,LAX,677,21,9,0,N,0,0,0,43,0,43
1677,2398,2008,1,4,5,1607,1530,1805,1725,WN,555,N333SW,58,55,47,40,37,ABQ,LBB,289,2,9,0,N,0,8,0,3,0,29
1679,2401,2008,1,4,5,2011,1855,2257,2145,WN,580,N643SW,106,110,92,72,76,ABQ,MCI,718,4,10,0,N,0,0,0,0,0,72
1680,2403,2008,1,4,5,1305,1250,1829,1810,WN,3245,N385SW,204,200,183,19,15,ABQ,MCO,1552,7,14,0,N,0,12,0,4,0,3
